,date,station,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_mode
46,2013-03-16,Dongsi,243.5833,235.3333,69.4167,122.625,2349.7083,84.6667,9.6333,1018.6375,-0.2625,0.0,1.775,SE
47,2013-03-16,Huairou,236.0,223.9167,48.375,83.0833,2056.0417,77.7083,8.2,1013.6292,-0.9583,0.0,1.7458,SSW
48,2013-03-17,Changping,276.4167,277.5417,70.6667,109.9167,2520.5,97.1667,9.525,998.8542,1.6333,0.0,1.0417,ESE
49,2013-03-17,Dongsi,289.25,289.2083,72.5833,140.5,2044.3775,106.9167,9.9667,1003.7542,2.35,0.0,1.125,E
50,2013-03-17,Huairou,280.2917,285.9167,65.8333,105.5417,2493.4375,99.6667,8.0917,998.9708,1.1542,0.0,1.3667,WNW
51,2013-03-18,Changping,39.875,73.0,9.2083,21.7917,504.1667,80.4167,8.6708,998.2333,-11.4417,0.0,3.6917,NNW
52,2013-03-18,Dongsi,69.625,101.0417,16.9167,55.3333,1978.9157,90.9167,8.1708,1003.1167,-10.9917,0.0,3.8583,N
53,2013-03-18,Huairou,95.4167,115.875,10.25,32.7083,799.9167,87.7917,7.2833,998.1833,-10.775,0.0,3.6958,SSE
54,2013-03-19,Changping,36.2917,28.8333,5.0,28.1667,620.8333,37.4583,1.2333,1005.9625,-0.7792,0.375,1.4,ESE
55,2013-03-19,Dongsi,38.8333,47.5833,11.0,53.5833,1892.1687,30.25,2.1917,1010.85,-2.4667,0.175,2.075,ENE
56,2013-03-19,Huairou,29.4583,14.9583,4.375,29.2083,479.1667,40.0,0.9667,1005.9625,-0.1542,0.3375,2.4167,ENE
57,2013-03-20,Changping,32.375,32.1667,7.5833,28.1667,675.0,57.5417,1.3875,1013.85,-4.6333,0.5,1.275,ESE
58,2013-03-20,Dongsi,51.2083,57.875,17.2917,39.0,1451.2048,37.4167,1.7625,1019.2583,-4.1375,0.2542,1.8875,SSW
59,2013-03-20,Huairou,35.75,32.9583,6.625,33.0833,591.6667,54.625,0.4375,1013.7958,-4.2083,0.1458,1.8917,N
60,2013-03-21,Changping,123.5,142.1667,18.5833,63.2917,1374.7917,27.875,3.1583,1001.9083,-2.275,0.0,0.9833,ESE
61,2013-03-21,Dongsi,144.4583,145.9167,23.4167,76.625,1333.3333,20.0625,4.5167,1006.8083,-3.0042,0.0,1.7083,N
62,2013-03-21,Huairou,122.1667,129.875,20.5417,62.5,1356.0417,28.0417,3.0708,1001.9833,-3.1167,0.0,1.4375,W
63,2013-03-22,Changping,67.7917,112.4167,14.4583,44.0,954.1667,55.2083,6.7875,1008.2292,-7.575,0.0,2.275,ESE
64,2013-03-22,Dongsi,83.3333,124.5417,22.5833,52.25,862.5,54.625,6.325,1013.6792,-6.1917,0.0,2.4125,SSE
65,2013-03-22,Huairou,64.875,107.0,20.125,33.7917,637.5,59.4167,6.2875,1008.5833,-8.4667,0.0,2.9917,E
66,2013-03-23,Changping,48.4167,78.7083,16.9167,42.625,1091.5833,37.625,4.0458,1005.6833,-7.5292,0.0,2.475,ESE
67,2013-03-23,Dongsi,53.25,84.0417,25.0833,46.125,983.25,39.75,4.4708,1010.5667,-7.7583,0.0,3.2917,ESE
68,2013-03-23,Huairou,40.0,52.5417,28.6667,22.75,795.8333,43.75,4.0792,1005.7042,-8.8667,0.0,2.4125,NNW
69,2013-03-24,Changping,18.2083,33.9583,5.375,24.0417,525.0,62.7265,4.8292,1013.0333,-14.5583,0.0,1.975,NNW
70,2013-03-24,Dongsi,18.0,28.5833,9.2917,23.9583,254.1667,69.7554,4.7875,1018.2208,-15.4375,0.0,2.3167,ENE
71,2013-03-24,Huairou,11.9167,20.75,5.7917,9.9491,318.75,69.7844,3.3625,1013.2125,-13.7458,0.0,2.1583,E
72,2013-03-25,Changping,97.7083,128.7083,28.75,67.9583,1453.7083,31.9005,4.675,1012.1292,-6.85,0.0,1.4042,ESE
73,2013-03-25,Dongsi,100.375,120.7083,38.9341,65.1198,987.4583,40.5452,5.4708,1017.3458,-8.0333,0.0,1.8083,SSW
74,2013-03-25,Huairou,91.9583,119.2917,32.7022,6.3407,1487.2917,33.9518,3.7167,1012.3208,-7.1667,0.0,1.725,WNW
75,2013-03-26,Changping,188.4167,225.4167,41.5,92.2083,2001.875,23.5295,6.3333,1004.3708,-3.3542,0.0,1.0,ESE
76,2013-03-26,Dongsi,151.7083,164.3125,56.3333,81.8333,1587.0625,22.1513,8.4708,1009.3958,-1.8708,0.0,1.6125,SSW
77,2013-03-26,Huairou,182.125,210.3333,32.3333,6.125,1833.1042,22.3599,5.8417,1004.6208,-2.6042,0.0,1.4667,WNW
78,2013-03-27,Changping,110.4583,135.1667,16.5833,45.1667,1270.7083,49.2813,10.1125,1002.2042,-7.3042,0.0,2.6458,NE
79,2013-03-27,Dongsi,85.7083,97.4583,15.5417,46.1667,904.1667,56.2182,11.3708,1006.9,-4.3667,0.0,2.8375,N
80,2013-03-27,Huairou,94.0,140.3958,11.5833,13.3333,1395.75,56.3016,10.1042,1002.35,-6.2125,0.0,3.2125,NNE
81,2013-03-28,Changping,13.3333,29.7083,3.3333,27.6667,566.6667,64.2917,7.8417,1012.1167,-14.6708,0.0,2.1417,E
82,2013-03-28,Dongsi,28.5833,53.9167,8.4167,29.125,525.0,78.75,8.3042,1017.2292,-12.8708,0.0,2.0917,WSW
83,2013-03-28,Huairou,19.3333,38.7083,7.5833,19.5,795.8333,78.125,6.5417,1012.1167,-15.35,0.0,2.525,NE
84,2013-03-29,Changping,54.25,84.0417,15.125,48.0,1212.4167,42.7552,5.6417,1013.15,-9.1792,0.0,1.7458,ESE
85,2013-03-29,Dongsi,90.5,134.2083,36.2083,69.8333,1541.4375,30.4161,6.0125,1018.0667,-6.325,0.0,2.2042,ESE
86,2013-03-29,Huairou,46.8333,80.7083,23.5417,35.5833,897.875,50.1272,4.7042,1013.3167,-9.9917,0.0,1.7542,SE
87,2013-03-30,Changping,82.2083,112.5417,50.2917,52.75,1799.7083,47.4583,6.275,1013.5125,-4.3667,0.0,1.8667,ESE
88,2013-03-30,Dongsi,79.625,105.8333,47.625,50.8333,1616.4167,51.3333,5.9625,1018.7292,-4.1958,0.0,2.0917,ESE
89,2013-03-30,Huairou,81.0,126.2917,59.5833,39.4167,1499.9167,55.625,5.9667,1013.5917,-5.2167,0.0,2.275,SSE
90,2013-03-31,Changping,150.125,172.375,16.1667,54.4583,1345.5833,14.5,4.7208,1010.025,1.7333,0.0,1.6292,ESE
91,2013-03-31,Dongsi,178.875,193.25,20.2083,71.0,1437.2917,9.1667,5.55,1015.0042,2.4375,0.0,1.75,E
92,2013-03-31,Huairou,151.9167,181.625,25.2083,39.625,1024.9583,25.7083,4.7208,1010.1208,1.5,0.0,1.2875,E
93,2013-04-01,Changping,94.5,123.4167,16.7616,35.534,1212.375,56.9685,10.3042,1008.6625,-6.05,0.0,3.0375,NNW
94,2013-04-01,Dongsi,95.2917,118.7917,33.1667,45.625,1383.2083,62.4167,10.8875,1013.3792,-4.9333,0.0,3.025,NNW
95,2013-04-01,Huairou,129.4583,139.75,20.0833,26.9583,1129.0417,54.4583,8.7042,1008.4417,-3.375,0.0,2.7,NE
96,2013-04-02,Changping,74.2083,103.6667,26.0417,46.875,1014.5417,76.7074,10.3458,1008.0958,-7.625,0.0,1.2333,E
97,2013-04-02,Dongsi,104.5,134.1667,35.4167,55.1667,1335.125,71.4934,11.175,1013.1542,-2.9542,0.0,1.9833,SW
98,2013-04-02,Huairou,77.25,116.375,21.1667,40.0417,939.5417,70.8443,8.7208,1008.3,-6.5625,0.0,1.8042,WNW
99,2013-04-03,Changping,126.9167,205.375,38.625,62.6667,1451.7292,71.7292,11.9542,1003.3792,-1.8167,0.0,1.6583,ESE
100,2013-04-03,Dongsi,125.625,194.4167,42.2083,79.75,1462.2708,65.4548,11.7208,1008.475,-1.8958,0.0,2.2625,SSE
101,2013-04-03,Huairou,105.0,204.1667,30.3333,36.9167,1110.2917,80.6776,11.65,1003.5042,-2.5792,0.0,2.6917,SSE
102,2013-04-04,Changping,55.5833,80.5417,29.9167,61.7917,1670.5417,33.1667,7.575,1006.025,-0.3958,0.3708,1.2417,SW
103,2013-04-04,Dongsi,70.9167,107.2083,47.7917,65.25,2214.2708,32.2109,8.3167,1010.7083,-1.375,0.275,1.5083,N
104,2013-04-04,Huairou,59.0,86.25,40.7917,37.3333,1574.7917,41.4583,7.4125,1005.8542,0.2,0.4375,1.6708,WSW
105,2013-04-05,Changping,61.5417,51.8333,8.7083,36.4167,1333.0,42.5,8.0583,1010.1375,-1.6042,0.0708,2.3,N
106,2013-04-05,Dongsi,59.5417,57.5417,14.75,38.0,1239.4583,50.6186,8.9958,1014.6375,-1.775,0.0875,3.3625,NW
107,2013-04-05,Huairou,44.6667,33.5833,8.9167,14.5208,808.0417,60.2083,8.0625,1009.6,-2.4833,0.025,3.3708,W
108,2013-04-06,Changping,12.4583,21.3333,6.625,19.6667,491.6667,71.375,8.7417,1007.4375,-9.8333,0.0,1.8292,ESE
109,2013-04-06,Dongsi,11.3333,20.25,6.125,19.2917,368.75,76.8333,9.4042,1012.6208,-10.3833,0.0,2.725,NNW
110,2013-04-06,Huairou,14.6667,29.9167,4.5417,16.3958,460.4167,63.2083,6.85,1007.575,-8.3208,0.0,1.9292,WNW
111,2013-04-07,Changping,68.4583,104.25,31.25,51.0833,1202.0417,48.35,8.3208,999.3375,-2.2292,0.0,1.4208,ESE
112,2013-04-07,Dongsi,79.875,115.9583,34.4167,59.375,1233.2083,46.6667,9.2583,1004.0167,-2.8375,0.0042,2.1667,E
113,2013-04-07,Huairou,67.7917,113.9583,38.875,39.2292,1237.4167,47.875,8.0458,999.4333,-2.7542,0.0,2.225,W
114,2013-04-08,Changping,21.875,122.9167,5.5833,15.3333,358.3333,80.2917,8.5,1003.7583,-12.6375,0.0,5.8792,NW
115,2013-04-08,Dongsi,23.4167,120.125,5.5417,15.4583,362.5,86.125,9.3375,1008.7167,-13.1667,0.0,6.0958,WNW
116,2013-04-08,Huairou,18.625,66.2917,3.4167,11.6826,350.0,90.875,8.1292,1003.1042,-11.55,0.0,5.4708,WNW
117,2013-04-09,Changping,11.6667,31.9167,3.4583,12.875,320.8333,90.8333,7.6,1011.425,-10.1667,0.0,3.9792,NW
118,2013-04-09,Dongsi,11.9167,27.0,4.375,9.5417,341.6667,91.875,8.3667,1016.0458,-10.7875,0.0,4.6875,NW
119,2013-04-09,Huairou,11.3333,17.25,3.0833,4.5257,412.5,103.3333,7.6417,1010.7458,-11.1958,0.0,3.5375,W
120,2013-04-10,Changping,14.5417,26.375,8.125,27.7083,479.1667,63.8538,7.425,1010.7792,-10.0958,0.0,2.5958,NW
121,2013-04-10,Dongsi,14.75,24.5833,4.8392,23.8863,397.9167,75.1185,8.1083,1015.6042,-10.8208,0.0,3.225,NW
122,2013-04-10,Huairou,9.4583,12.0,3.7143,19.2708,252.381,88.9705,6.6,1010.3458,-10.25,0.0,2.825,W
123,2013-04-11,Changping,16.0833,31.9583,7.857,32.4219,433.3333,61.9574,10.0167,1009.4,-11.6083,0.0,1.9042,N
124,2013-04-11,Dongsi,20.3333,39.8333,8.5773,51.106,697.9167,61.9752,10.5792,1014.3833,-11.7625,0.0,2.35,NW
125,2013-04-11,Huairou,12.625,42.875,5.0,59.1766,345.5357,66.7858,8.4083,1009.2375,-10.9167,0.0,2.3833,NW
126,2013-04-12,Changping,46.9167,88.0,13.2083,52.5833,689.5833,49.2956,13.5,1003.425,-6.2833,0.0,1.1667,SE
127,2013-04-12,Dongsi,52.9167,97.625,22.7854,71.3684,887.5,54.6442,15.9208,1008.375,-5.5958,0.0,2.0917,SSW
128,2013-04-12,Huairou,55.5,121.25,16.7083,54.3125,762.4583,46.8592,11.225,1003.7917,-6.2208,0.0,1.2583,WNW
129,2013-04-13,Changping,39.0417,85.9167,10.3333,31.5417,575.0,60.2083,16.5625,995.9292,-2.1625,0.0,2.9583,NE
130,2013-04-13,Dongsi,65.8333,120.6667,29.5417,57.1667,737.375,70.8333,17.8333,1000.5833,-1.175,0.0,3.0583,NW
131,2013-04-13,Huairou,46.5833,87.1667,12.4167,25.6417,481.25,65.7484,15.4708,996.1583,-3.5667,0.0,4.3875,WNW
132,2013-04-14,Changping,27.375,73.9167,10.2917,17.4583,395.8333,88.6667,12.2833,1001.0958,-8.4042,0.0,1.9708,NE
133,2013-04-14,Dongsi,34.875,85.6667,11.6667,26.7083,518.75,100.9375,12.3833,1006.2958,-8.0,0.0,2.2,SSW
134,2013-04-14,Huairou,28.2083,85.9583,10.0416,24.8917,437.5,84.7865,11.3375,1001.3667,-9.8917,0.0,2.4708,NW
135,2013-04-15,Changping,76.625,158.875,35.7083,52.5,1120.75,65.6042,12.5542,994.4875,-0.5583,0.0,1.95,ESE
136,2013-04-15,Dongsi,73.2083,139.5833,44.5833,44.7917,1445.5833,72.7708,12.2875,999.45,-0.725,0.0,2.4542,E
137,2013-04-15,Huairou,69.9583,197.125,46.0417,44.8333,1212.5,69.2083,11.9708,994.7083,-1.5167,0.0,2.5458,WNW
138,2013-04-16,Changping,49.2917,128.9167,25.625,36.2083,829.1667,73.0,14.7125,997.75,-1.5958,0.0,2.7542,NW
139,2013-04-16,Dongsi,62.9167,136.625,25.8333,34.9583,1183.25,80.1667,13.925,1002.9583,-0.9375,0.0,2.2125,SSE
140,2013-04-16,Huairou,51.9167,137.0417,33.625,27.2917,829.125,86.0417,13.525,998.2333,-1.9,0.0,2.6833,ESE
141,2013-04-17,Changping,50.4583,77.7083,16.125,31.5417,633.3333,86.9583,12.3875,1002.65,-3.0417,0.0,2.8417,SE
142,2013-04-17,Dongsi,51.8333,84.6667,13.3333,27.7917,866.6667,72.8333,11.5167,1007.7875,-3.15,0.0,2.0167,SE
143,2013-04-17,Huairou,49.0,89.0417,23.5,29.2083,620.8333,81.25,11.4042,1003.0958,-3.6375,0.0,2.8167,SE
144,2013-04-18,Changping,6.875,18.9167,3.3452,9.077,225.0,85.912,10.975,1013.8083,-14.6458,0.0,2.4292,N
145,2013-04-18,Dongsi,11.4583,42.9167,3.4107,15.4158,268.75,87.4476,10.7208,1018.8625,-14.0458,0.0,2.6292,NE
146,2013-04-18,Huairou,12.125,33.5833,5.113,7.7533,265.1786,93.4744,10.0625,1014.0583,-16.15,0.0,4.1583,NE
147,2013-04-19,Changping,43.0417,66.25,14.5208,31.2708,612.5,61.8333,6.9667,1015.1917,-2.725,0.0,2.3125,SSW
148,2013-04-19,Dongsi,49.375,83.4583,17.9637,36.6154,793.75,56.3805,6.7458,1020.4458,-2.5708,0.0,2.7542,SW
149,2013-04-19,Huairou,43.7083,79.125,19.625,30.3333,749.4048,67.9167,6.6917,1015.3083,-3.3125,0.0,2.55,SW
150,2013-04-20,Changping,79.625,83.125,10.2917,39.0833,700.0,60.1667,9.2958,1011.7875,-0.7875,0.0,1.4917,SSW
151,2013-04-20,Dongsi,73.0833,77.9583,8.8333,38.6667,745.8333,65.8333,9.3667,1017.1167,-0.4167,0.0,1.9292,WSW
152,2013-04-20,Huairou,74.2083,94.5833,11.4583,41.1667,808.3333,65.7083,8.8458,1011.8708,-1.2417,0.0,1.7417,SW
153,2013-04-21,Changping,115.4583,132.0833,21.7133,48.3433,883.3333,68.1586,12.1167,1008.9542,1.175,0.0,1.5083,ESE
154,2013-04-21,Dongsi,124.9583,143.3333,29.63,49.8447,1112.5,61.1532,12.3625,1014.1667,2.1833,0.0,2.2708,SW
155,2013-04-21,Huairou,117.5833,157.7917,26.4333,57.9901,1091.6667,60.6952,11.3208,1009.2583,0.6083,0.0,1.6583,S
156,2013-04-22,Changping,158.9167,167.0,35.6667,56.625,1154.0833,37.5833,12.3625,1005.0625,5.0292,0.0,1.3667,ESE
157,2013-04-22,Dongsi,167.2917,175.9167,49.5625,52.3125,1224.7917,51.0625,12.8583,1010.1375,5.1,0.0,2.075,SSW
158,2013-04-22,Huairou,171.6667,195.1667,42.875,64.7292,1187.4167,37.6458,11.9708,1005.4208,4.2167,0.0,1.325,NE
159,2013-04-23,Changping,188.8333,167.375,14.4167,55.0417,1072.875,27.6458,12.0375,1002.3458,7.1958,0.025,1.2875,SE
160,2013-04-23,Dongsi,195.7083,186.2083,27.7917,61.6667,1433.125,32.7917,11.9583,1007.4042,7.2167,0.0,1.6625,E
161,2013-04-23,Huairou,174.9583,175.5417,16.0413,58.7961,1127.0417,18.2347,10.9417,1002.6875,7.4542,0.0625,1.4833,ESE
162,2013-04-24,Changping,87.7083,118.2292,5.0833,35.6667,683.2917,51.3333,14.9542,1001.9292,0.1208,0.0,2.8583,NNE
163,2013-04-24,Dongsi,96.3333,108.2917,9.9583,49.0417,1120.7917,55.4167,15.8292,1006.7125,0.5833,0.0,2.7708,NW
164,2013-04-24,Huairou,43.2917,40.0,5.3273,20.9976,531.25,53.8333,13.675,1001.975,0.5833,0.0,2.9875,NNW
165,2013-04-25,Changping,11.1667,37.8333,3.7083,23.7083,329.1667,72.9167,15.9583,1004.15,-7.6083,0.0,2.5375,N
166,2013-04-25,Dongsi,13.9167,29.9167,5.1667,32.9167,483.2917,73.4167,16.2042,1009.0167,-7.1792,0.0,2.8292,N
167,2013-04-25,Huairou,10.1667,22.5417,3.1845,10.6916,362.5,90.0191,15.3167,1003.925,-7.7083,0.0,3.3292,WNW
168,2013-04-26,Changping,50.4167,85.5417,18.125,52.5417,579.1667,72.0,17.1375,1001.2208,-3.0917,0.0,1.5875,SE
169,2013-04-26,Dongsi,73.7917,128.8333,29.2917,67.2292,1127.0,67.2292,16.8167,1006.0,-0.65,0.0,2.0667,ESE
170,2013-04-26,Huairou,47.875,93.6667,22.9375,28.875,504.1667,87.8542,16.4208,1001.4833,-2.45,0.0,1.6417,ESE
171,2013-04-27,Changping,64.5833,103.9583,26.4583,42.375,804.1667,97.0417,18.35,1001.9833,-0.3083,0.0,1.5375,ESE
172,2013-04-27,Dongsi,71.4583,124.5417,42.7083,55.9583,1162.375,98.3333,17.925,1006.7917,1.425,0.0,1.9875,E
173,2013-04-27,Huairou,58.5417,130.5833,37.9875,29.2174,862.4583,111.5271,17.8125,1002.0292,-0.4458,0.0,2.3542,W
174,2013-04-28,Changping,88.4583,118.7083,45.7083,48.4583,1453.9167,87.9583,16.7708,1001.4958,1.4667,0.0,1.8208,N
175,2013-04-28,Dongsi,76.4583,109.8333,52.25,58.625,1791.375,90.9167,16.1333,1006.2958,2.3125,0.0,1.7292,ESE
176,2013-04-28,Huairou,82.4583,133.7917,55.0284,43.2401,1583.0833,100.8431,15.6625,1001.3833,1.9208,0.0,1.9083,SW
177,2013-04-29,Changping,20.375,50.5417,3.0417,19.0417,270.8333,90.3111,22.4125,1002.875,-8.4167,0.0,2.9583,NE
178,2013-04-29,Dongsi,20.7083,62.625,3.9582,31.9826,425.0,87.8215,21.4083,1007.85,-7.4917,0.0,2.875,WNW
179,2013-04-29,Huairou,15.0,49.5,2.9524,5.2708,250.0,109.0553,21.65,1002.7583,-9.0292,0.0,4.7667,WNW
180,2013-04-30,Changping,20.3333,38.375,5.1667,16.125,304.1667,88.375,22.1875,1004.8833,-9.2167,0.0,2.3375,NE
181,2013-04-30,Dongsi,24.7917,58.625,5.5,38.3333,402.0833,83.3125,20.625,1010.0,-7.5333,0.0,2.1375,ENE
182,2013-04-30,Huairou,18.0417,52.6667,6.625,14.9583,295.8333,90.7917,20.7625,1005.0375,-9.9042,0.0,3.7542,ESE
183,2013-05-01,Changping,58.75,79.5417,11.7917,29.7083,510.4167,88.875,17.7,1006.0625,-1.5167,0.0,1.6625,SSW
184,2013-05-01,Dongsi,41.7917,90.375,15.375,38.5,654.1667,97.0,17.6667,1011.1542,0.1083,0.0,1.6167,NNE
185,2013-05-01,Huairou,34.1667,100.3333,24.25,27.6667,616.6667,95.375,17.2375,1006.1625,-1.4167,0.0,1.8208,W
186,2013-05-02,Changping,88.6667,119.4167,35.3333,45.0,1037.4583,92.2917,18.9542,1003.0917,2.7917,0.0,2.5917,ESE
187,2013-05-02,Dongsi,80.2083,127.375,40.4583,55.4583,1095.7917,89.8333,18.9333,1008.1958,2.8583,0.0,2.3542,ESE
188,2013-05-02,Huairou,72.0833,127.5833,43.6667,39.1667,1120.7917,103.5,18.4458,1003.65,1.7833,0.0,2.0208,ESE
189,2013-05-03,Changping,77.0417,79.625,21.5833,28.8333,775.0,120.9167,18.4042,1007.65,5.4667,0.0,2.0958,SSW
190,2013-05-03,Dongsi,58.5833,77.1667,20.2917,31.375,891.625,129.75,18.0333,1012.9083,5.5375,0.0042,2.0875,SW
191,2013-05-03,Huairou,54.75,86.2083,21.9167,26.3333,787.4583,130.1139,18.0208,1007.7333,5.1792,0.0,2.1458,SSW
192,2013-05-04,Changping,112.1667,128.3333,20.75,36.0417,879.1667,110.0417,18.7375,1007.4042,7.125,0.0,1.5917,ESE
193,2013-05-04,Dongsi,86.0417,115.5833,23.875,33.625,739.5833,117.1667,19.7792,1012.5292,5.3167,0.0,2.2667,SW
